date,entity,currency,account_type,balance
2025-01-03,Entity C,EUR,payable,990381.19
2025-01-03,Entity C,GBP,payable,1050924.11
2025-01-03,Entity C,JPY,payable,1019158.88
2025-01-03,Entity C,CAD,payable,971075.72
2025-01-04,Entity A,USD,payable,1070002.19
2025-01-04,Entity A,EUR,payable,1032516.71
2025-01-04,Entity A,GBP,payable,973443.49
2025-01-04,Entity A,JPY,payable,1037171.94
2025-01-04,Entity A,CAD,payable,1021885.2
2025-01-04,Entity B,USD,payable,1013584.14
2025-01-04,Entity B,EUR,payable,1018485.05
2025-01-04,Entity B,GBP,payable,993014.52
2025-01-04,Entity B,JPY,payable,1027792.68
2025-01-04,Entity B,CAD,payable,1066484.3
2025-01-04,Entity C,USD,payable,1070864.65
2025-01-04,Entity C,EUR,payable,1039110.77
2025-01-04,Entity C,GBP,payable,1036411.02
2025-01-04,Entity C,JPY,payable,1070303.19
2025-01-04,Entity C,CAD,payable,990840.42
2025-01-05,Entity A,USD,payable,985989.26
2025-01-05,Entity A,EUR,payable,995500.71
2025-01-05,Entity A,GBP,payable,1011963.64
2025-01-05,Entity A,JPY,payable,1053514.23
2025-01-05,Entity A,CAD,payable,1025416.06
2025-01-05,Entity B,USD,payable,1066065.33
2025-01-05,Entity B,EUR,payable,1030449.56
2025-01-05,Entity B,GBP,payable,1008887.02
2025-01-05,Entity B,JPY,payable,1043018.23
2025-01-05,Entity B,CAD,payable,1059339.88
2025-01-05,Entity C,USD,payable,1003413.62
2025-01-05,Entity C,EUR,payable,985017.89
2025-01-05,Entity C,GBP,payable,1049181.23
2025-01-05,Entity C,JPY,payable,1001564.22
2025-01-05,Entity C,CAD,payable,996027.17
2025-01-06,Entity A,USD,payable,1072383.42
2025-01-06,Entity A,EUR,payable,1074172.88
2025-01-06,Entity A,GBP,payable,1054702.69
2025-01-06,Entity A,JPY,payable,1076631.45
2025-01-06,Entity A,CAD,payable,1009314.45
2025-01-06,Entity B,USD,payable,997951.08
2025-01-06,Entity B,EUR,payable,1082259.95
2025-01-06,Entity B,GBP,payable,1042298.96
2025-01-06,Entity B,JPY,payable,1034280.27
2025-01-06,Entity B,CAD,payable,996622.43
2025-01-06,Entity C,USD,payable,1007309.68
2025-01-06,Entity C,EUR,payable,995057.46
2025-01-06,Entity C,GBP,payable,995418.94
2025-01-06,Entity C,JPY,payable,1055487.02
2025-01-06,Entity C,CAD,payable,1018449.47
2025-01-07,Entity A,USD,payable,1058238.5
2025-01-07,Entity A,EUR,payable,1036186.05
2025-01-07,Entity A,GBP,payable,1076520.41
2025-01-07,Entity A,JPY,payable,1045150.75
2025-01-07,Entity A,CAD,payable,1050691.95
2025-01-07,Entity B,USD,payable,1019311.17
2025-01-07,Entity B,EUR,payable,1011596.98
2025-01-07,Entity B,GBP,payable,1065235.97
2025-01-07,Entity B,JPY,payable,1050020.52
2025-01-07,Entity B,CAD,payable,1002803.43
2025-01-07,Entity C,USD,payable,1092402.4
2025-01-07,Entity C,EUR,payable,1027862.02
2025-01-07,Entity C,GBP,payable,1012986.77
2025-01-07,Entity C,JPY,payable,1093723.24
2025-01-07,Entity C,CAD,payable,1079656.79
2025-01-08,Entity A,USD,payable,1051788.33
2025-01-08,Entity A,EUR,payable,1082364.36
2025-01-08,Entity A,GBP,payable,1034644.1
2025-01-08,Entity A,JPY,payable,1042579.14
2025-01-08,Entity A,CAD,payable,1099583.6
2025-01-08,Entity B,USD,payable,1068023.63
2025-01-08,Entity B,EUR,payable,1018794.07
2025-01-08,Entity B,GBP,payable,1036665.85
2025-01-08,Entity B,JPY,payable,1102963.65
2025-01-08,Entity B,CAD,payable,1082226.32
2025-01-08,Entity C,USD,payable,1067302.96
2025-01-08,Entity C,EUR,payable,1048342.55
2025-01-08,Entity C,GBP,payable,1056856.18
2025-01-08,Entity C,JPY,payable,1097805.11
2025-01-08,Entity C,CAD,payable,1015202.3
2025-01-09,Entity A,USD,payable,1073860.07
2025-01-09,Entity A,EUR,payable,1048049.49
2025-01-09,Entity A,GBP,payable,1087569.22
2025-01-09,Entity A,JPY,payable,1069962.96
2025-01-09,Entity A,CAD,payable,1084103.57
2025-01-09,Entity B,USD,payable,1081147.84
2025-01-09,Entity B,EUR,payable,1104710.28
2025-01-09,Entity B,GBP,payable,1070321.29
2025-01-09,Entity B,JPY,payable,1108924.68
2025-01-09,Entity B,CAD,payable,1096818.14
2025-01-09,Entity C,USD,payable,1090741.25
2025-01-09,Entity C,EUR,payable,1042580.1
2025-01-09,Entity C,GBP,payable,1039020.93
2025-01-09,Entity C,JPY,payable,1096447.47
2025-01-09,Entity C,CAD,payable,1053870.42
2025-01-10,Entity A,USD,payable,1086907.92
2025-01-10,Entity A,EUR,payable,1024989.53
2025-01-10,Entity A,GBP,payable,1096985.78
2025-01-10,Entity A,JPY,payable,1031047.36
2025-01-10,Entity A,CAD,payable,1029920.81
2025-01-10,Entity B,USD,payable,1085788.97
2025-01-10,Entity B,EUR,payable,1093090.83
2025-01-10,Entity B,GBP,payable,1102338.49
2025-01-10,Entity B,JPY,payable,1032107.14
2025-01-10,Entity B,CAD,payable,1093837.54
2025-01-10,Entity C,USD,payable,1092147.88
2025-01-10,Entity C,EUR,payable,1077097.04
2025-01-10,Entity C,GBP,payable,1035199.26
2025-01-10,Entity C,JPY,payable,1077553.55
2025-01-10,Entity C,CAD,payable,1070195.08
2025-01-11,Entity A,USD,payable,1099861.7
2025-01-11,Entity A,EUR,payable,1072597.41
2025-01-11,Entity A,GBP,payable,1093199.15
2025-01-11,Entity A,JPY,payable,1069646.38
2025-01-11,Entity A,CAD,payable,1097467.17
2025-01-11,Entity B,USD,payable,1081343.48
2025-01-11,Entity B,EUR,payable,1034520.08
2025-01-11,Entity B,GBP,payable,1084940.03
2025-01-11,Entity B,JPY,payable,1037537.92
2025-01-11,Entity B,CAD,payable,1099329.9
2025-01-11,Entity C,USD,payable,1075042.76
2025-01-11,Entity C,EUR,payable,1069736.93
2025-01-11,Entity C,GBP,payable,1075452.15
2025-01-11,Entity C,JPY,payable,1060021.88
2025-01-11,Entity C,CAD,payable,1064241.08
2025-01-12,Entity A,USD,payable,1088534.95
2025-01-12,Entity A,EUR,payable,1103662.05
2025-01-12,Entity A,GBP,payable,1110783.07
2025-01-12,Entity A,JPY,payable,1092307.11
2025-01-12,Entity A,CAD,payable,1113654.46
2025-01-12,Entity B,USD,payable,1090299.41
2025-01-12,Entity B,EUR,payable,1073019.26
2025-01-12,Entity B,GBP,payable,1115594.17
2025-01-12,Entity B,JPY,payable,1106110.53
2025-01-12,Entity B,CAD,payable,1120572.21
2025-01-12,Entity C,USD,payable,1046262.82
2025-01-12,Entity C,EUR,payable,1050475.59
2025-01-12,Entity C,GBP,payable,1033855.33
2025-01-12,Entity C,JPY,payable,1115882.72
2025-01-12,Entity C,CAD,payable,1052804.82
2025-01-13,Entity A,USD,payable,1083987.75
2025-01-13,Entity A,EUR,payable,1083113.58
2025-01-13,Entity A,GBP,payable,1047847.49
2025-01-13,Entity A,JPY,payable,1042032.65
2025-01-13,Entity A,CAD,payable,1080828.67
2025-01-13,Entity B,USD,payable,1041683.09
2025-01-13,Entity B,EUR,payable,1119644.89
2025-01-13,Entity B,GBP,payable,1075189.02
2025-01-13,Entity B,JPY,payable,1092722.78
2025-01-13,Entity B,CAD,payable,1064819.7
2025-01-13,Entity C,USD,payable,1077007.47
2025-01-13,Entity C,EUR,payable,1117754.51
2025-01-13,Entity C,GBP,payable,1111984.93
2025-01-13,Entity C,JPY,payable,1127164.56
2025-01-13,Entity C,CAD,payable,1108524.33
2025-01-14,Entity A,USD,payable,1086211.37
2025-01-14,Entity A,EUR,payable,1064521.17
2025-01-14,Entity A,GBP,payable,1088699.01
2025-01-14,Entity A,JPY,payable,1099090.12
2025-01-14,Entity A,CAD,payable,1053007.51
2025-01-14,Entity B,USD,payable,1079383.85
2025-01-14,Entity B,EUR,payable,1075317.65
2025-01-14,Entity B,GBP,payable,1088597.84
2025-01-14,Entity B,JPY,payable,1127177.12
2025-01-14,Entity B,CAD,payable,1106806.61
2025-01-14,Entity C,USD,payable,1078216.99
2025-01-14,Entity C,EUR,payable,1142802.66
2025-01-14,Entity C,GBP,payable,1135770.83
2025-01-14,Entity C,JPY,payable,1068435.41
2025-01-14,Entity C,CAD,payable,1135868.82
2025-01-15,Entity A,USD,payable,1140909.01
2025-01-15,Entity A,EUR,payable,1105229.07
2025-01-15,Entity A,GBP,payable,1125662.45
2025-01-15,Entity A,JPY,payable,1098201.31
2025-01-15,Entity A,CAD,payable,1118303.18
2025-01-15,Entity B,USD,payable,1115329.56
2025-01-15,Entity B,EUR,payable,1098395.85
2025-01-15,Entity B,GBP,payable,1097567.97
2025-01-15,Entity B,JPY,payable,1094953.78
2025-01-15,Entity B,CAD,payable,1143854.5
2025-01-15,Entity C,USD,payable,1143929.59
2025-01-15,Entity C,EUR,payable,1141081.11
2025-01-15,Entity C,GBP,payable,1138997.29
2025-01-15,Entity C,JPY,payable,1118528.61
2025-01-15,Entity C,CAD,payable,1096632.53
2025-01-16,Entity A,USD,payable,1133589.7
2025-01-16,Entity A,EUR,payable,1070959.09
2025-01-16,Entity A,GBP,payable,1076477.37
2025-01-16,Entity A,JPY,payable,1137578.31
2025-01-16,Entity A,CAD,payable,1151639.91
2025-01-16,Entity B,USD,payable,1091039.64
2025-01-16,Entity B,EUR,payable,1099681.76
2025-01-16,Entity B,GBP,payable,1138046.78
2025-01-16,Entity B,JPY,payable,1119864.43
2025-01-16,Entity B,CAD,payable,1131930.37
2025-01-16,Entity C,USD,payable,1062921.61
2025-01-16,Entity C,EUR,payable,1074442.59
2025-01-16,Entity C,GBP,payable,1123810.12
2025-01-16,Entity C,JPY,payable,1137279.41
2025-01-16,Entity C,CAD,payable,1092117.19
2025-01-17,Entity A,USD,payable,1121807.0
2025-01-17,Entity A,EUR,payable,1121738.29
2025-01-17,Entity A,GBP,payable,1153875.86
2025-01-17,Entity A,JPY,payable,1130049.63
2025-01-17,Entity A,CAD,payable,1137228.56
2025-01-17,Entity B,USD,payable,1085707.04
2025-01-17,Entity B,EUR,payable,1138111.41
2025-01-17,Entity B,GBP,payable,1089437.11
2025-01-17,Entity B,JPY,payable,1161570.2
2025-01-17,Entity B,CAD,payable,1076037.29
2025-01-17,Entity C,USD,payable,1119256.72
2025-01-17,Entity C,EUR,payable,1105230.94
2025-01-17,Entity C,GBP,payable,1146813.72
2025-01-17,Entity C,JPY,payable,1114276.79
2025-01-17,Entity C,CAD,payable,1093430.95
2025-01-18,Entity A,USD,payable,1157542.7
2025-01-18,Entity A,EUR,payable,1114324.85
2025-01-18,Entity A,GBP,payable,1164273.03
2025-01-18,Entity A,JPY,payable,1082281.07
2025-01-18,Entity A,CAD,payable,1129821.21
2025-01-18,Entity B,USD,payable,1102213.94
2025-01-18,Entity B,EUR,payable,1103013.04
2025-01-18,Entity B,GBP,payable,1126530.05
2025-01-18,Entity B,JPY,payable,1110945.24
2025-01-18,Entity B,CAD,payable,1151820.61
2025-01-18,Entity C,USD,payable,1159179.93
2025-01-18,Entity C,EUR,payable,1166435.44
2025-01-18,Entity C,GBP,payable,1147043.93
2025-01-18,Entity C,JPY,payable,1094333.27
2025-01-18,Entity C,CAD,payable,1083966.05
2025-01-19,Entity A,USD,payable,1153186.45
2025-01-19,Entity A,EUR,payable,1139471.94
2025-01-19,Entity A,GBP,payable,1113086.5
2025-01-19,Entity A,JPY,payable,1137613.34
2025-01-19,Entity A,CAD,payable,1120542.0
2025-01-19,Entity B,USD,payable,1166026.85
2025-01-19,Entity B,EUR,payable,1110390.56
2025-01-19,Entity B,GBP,payable,1100464.11
2025-01-19,Entity B,JPY,payable,1122881.6
2025-01-19,Entity B,CAD,payable,1141923.71
2025-01-19,Entity C,USD,payable,1160220.42
2025-01-19,Entity C,EUR,payable,1145741.91
2025-01-19,Entity C,GBP,payable,1129701.44
2025-01-19,Entity C,JPY,payable,1132057.87
2025-01-19,Entity C,CAD,payable,1129630.55
2025-01-20,Entity A,USD,payable,1158208.27
2025-01-20,Entity A,EUR,payable,1100580.39
2025-01-20,Entity A,GBP,payable,1155356.22
2025-01-20,Entity A,JPY,payable,1162262.24
2025-01-20,Entity A,CAD,payable,1127762.76
2025-01-20,Entity B,USD,payable,1183993.89
2025-01-20,Entity B,EUR,payable,1159919.86
2025-01-20,Entity B,GBP,payable,1105366.2
2025-01-20,Entity B,JPY,payable,1123939.92
2025-01-20,Entity B,CAD,payable,1128600.47
2025-01-20,Entity C,USD,payable,1143018.85
2025-01-20,Entity C,EUR,payable,1187320.79
2025-01-20,Entity C,GBP,payable,1092954.63
2025-01-20,Entity C,JPY,payable,1097719.83
2025-01-20,Entity C,CAD,payable,1153384.88
2025-01-21,Entity A,USD,payable,1172483.63
2025-01-21,Entity A,EUR,payable,1182085.88
2025-01-21,Entity A,GBP,payable,1114998.02
2025-01-21,Entity A,JPY,payable,1138144.63
2025-01-21,Entity A,CAD,payable,1183927.49
2025-01-21,Entity B,USD,payable,1189620.16
2025-01-21,Entity B,EUR,payable,1167654.52
2025-01-21,Entity B,GBP,payable,1146996.46
2025-01-21,Entity B,JPY,payable,1138146.47
2025-01-21,Entity B,CAD,payable,1148043.47
2025-01-21,Entity C,USD,payable,1119399.38
2025-01-21,Entity C,EUR,payable,1112850.48
2025-01-21,Entity C,GBP,payable,1148836.37
2025-01-21,Entity C,JPY,payable,1110150.02
2025-01-21,Entity C,CAD,payable,1108092.91
2025-01-22,Entity A,USD,payable,1198951.58
2025-01-22,Entity A,EUR,payable,1147094.7
2025-01-22,Entity A,GBP,payable,1104261.2
2025-01-22,Entity A,JPY,payable,1130008.94
2025-01-22,Entity A,CAD,payable,1112348.51
2025-01-22,Entity B,USD,payable,1155221.0
2025-01-22,Entity B,EUR,payable,1142922.11
2025-01-22,Entity B,GBP,payable,1173740.08
2025-01-22,Entity B,JPY,payable,1163513.09
2025-01-22,Entity B,CAD,payable,1188472.01
2025-01-22,Entity C,USD,payable,1106406.45
2025-01-22,Entity C,EUR,payable,1114859.6
2025-01-22,Entity C,GBP,payable,1108306.9
2025-01-22,Entity C,JPY,payable,1158959.55
2025-01-22,Entity C,CAD,payable,1104572.71
2025-01-23,Entity A,USD,payable,1164374.23
2025-01-23,Entity A,EUR,payable,1189896.97
2025-01-23,Entity A,GBP,payable,1189495.52
2025-01-23,Entity A,JPY,payable,1185438.21
2025-01-23,Entity A,CAD,payable,1205640.06
2025-01-23,Entity B,USD,payable,1175987.47
2025-01-23,Entity B,EUR,payable,1164944.46
2025-01-23,Entity B,GBP,payable,1144429.8
2025-01-23,Entity B,JPY,payable,1163195.54
2025-01-23,Entity B,CAD,payable,1168038.41
2025-01-23,Entity C,USD,payable,1191382.41
2025-01-23,Entity C,EUR,payable,1124076.51
2025-01-23,Entity C,GBP,payable,1156199.36
2025-01-23,Entity C,JPY,payable,1144227.28
2025-01-23,Entity C,CAD,payable,1186972.35
2025-01-24,Entity A,USD,payable,1154566.95
2025-01-24,Entity A,EUR,payable,1137789.61
2025-01-24,Entity A,GBP,payable,1145606.87
2025-01-24,Entity A,JPY,payable,1115613.47
2025-01-24,Entity A,CAD,payable,1161051.1
2025-01-24,Entity B,USD,payable,1171120.42
2025-01-24,Entity B,EUR,payable,1208318.54
2025-01-24,Entity B,GBP,payable,1193056.99
2025-01-24,Entity B,JPY,payable,1146505.04
2025-01-24,Entity B,CAD,payable,1121142.16
2025-01-24,Entity C,USD,payable,1158188.72
2025-01-24,Entity C,EUR,payable,1136570.53
2025-01-24,Entity C,GBP,payable,1152137.48
2025-01-24,Entity C,JPY,payable,1123477.73
2025-01-24,Entity C,CAD,payable,1145746.97
2025-01-25,Entity A,USD,payable,1136776.02
2025-01-25,Entity A,EUR,payable,1164196.24
2025-01-25,Entity A,GBP,payable,1184021.75
2025-01-25,Entity A,JPY,payable,1164846.98
2025-01-25,Entity A,CAD,payable,1211875.21
2025-01-25,Entity B,USD,payable,1183943.19
2025-01-25,Entity B,EUR,payable,1168493.56
2025-01-25,Entity B,GBP,payable,1153831.91
2025-01-25,Entity B,JPY,payable,1157697.47
2025-01-25,Entity B,CAD,payable,1180176.86
2025-01-25,Entity C,USD,payable,1185017.26
2025-01-25,Entity C,EUR,payable,1155277.05
2025-01-25,Entity C,GBP,payable,1132227.59
2025-01-25,Entity C,JPY,payable,1163689.88
2025-01-25,Entity C,CAD,payable,1193407.49
2025-01-26,Entity A,USD,payable,1200670.48
2025-01-26,Entity A,EUR,payable,1207105.14
2025-01-26,Entity A,GBP,payable,1188655.21
2025-01-26,Entity A,JPY,payable,1177531.2
2025-01-26,Entity A,CAD,payable,1219541.94
2025-01-26,Entity B,USD,payable,1166842.88
2025-01-26,Entity B,EUR,payable,1123693.71
2025-01-26,Entity B,GBP,payable,1168813.21
2025-01-26,Entity B,JPY,payable,1211606.3
2025-01-26,Entity B,CAD,payable,1220457.17
2025-01-26,Entity C,USD,payable,1132352.62
2025-01-26,Entity C,EUR,payable,1149688.52
2025-01-26,Entity C,GBP,payable,1185981.81
2025-01-26,Entity C,JPY,payable,1207897.21
2025-01-26,Entity C,CAD,payable,1150274.03
2025-01-27,Entity A,USD,payable,1165425.89
2025-01-27,Entity A,EUR,payable,1180444.58
2025-01-27,Entity A,GBP,payable,1131498.14
2025-01-27,Entity A,JPY,payable,1200765.86
2025-01-27,Entity A,CAD,payable,1219144.25
2025-01-27,Entity B,USD,payable,1197405.5
2025-01-27,Entity B,EUR,payable,1136253.14
2025-01-27,Entity B,GBP,payable,1191225.33
2025-01-27,Entity B,JPY,payable,1193068.88
2025-01-27,Entity B,CAD,payable,1169155.24
2025-01-27,Entity C,USD,payable,1205380.12
2025-01-27,Entity C,EUR,payable,1143122.54
2025-01-27,Entity C,GBP,payable,1148401.67
2025-01-27,Entity C,JPY,payable,1172771.37
2025-01-27,Entity C,CAD,payable,1186909.44
2025-01-28,Entity A,USD,payable,1219710.42
2025-01-28,Entity A,EUR,payable,1169423.94
2025-01-28,Entity A,GBP,payable,1210433.07
2025-01-28,Entity A,JPY,payable,1194286.69
2025-01-28,Entity A,CAD,payable,1142306.42
2025-01-28,Entity B,USD,payable,1197718.94
2025-01-28,Entity B,EUR,payable,1137636.91
2025-01-28,Entity B,GBP,payable,1157695.26
2025-01-28,Entity B,JPY,payable,1180581.53
2025-01-28,Entity B,CAD,payable,1212696.73
2025-01-28,Entity C,USD,payable,1201232.38
2025-01-28,Entity C,EUR,payable,1139666.01
2025-01-28,Entity C,GBP,payable,1182862.78
2025-01-28,Entity C,JPY,payable,1180646.16
2025-01-28,Entity C,CAD,payable,1216824.21
2025-01-29,Entity A,USD,payable,1163096.09
2025-01-29,Entity A,EUR,payable,1168285.49
2025-01-29,Entity A,GBP,payable,1192615.22
2025-01-29,Entity A,JPY,payable,1198402.64
2025-01-29,Entity A,CAD,payable,1200639.06
2025-01-29,Entity B,USD,payable,1145116.87
2025-01-29,Entity B,EUR,payable,1194583.85
2025-01-29,Entity B,GBP,payable,1232170.18
2025-01-29,Entity B,JPY,payable,1206013.11
2025-01-29,Entity B,CAD,payable,1188815.72
2025-01-29,Entity C,USD,payable,1199204.68
2025-01-29,Entity C,EUR,payable,1153774.15
2025-01-29,Entity C,GBP,payable,1161910.7
2025-01-29,Entity C,JPY,payable,1185227.32
2025-01-29,Entity C,CAD,payable,1227591.73
2025-01-30,Entity A,USD,payable,1180628.82
2025-01-30,Entity A,EUR,payable,1184323.75
2025-01-30,Entity A,GBP,payable,1181941.43
2025-01-30,Entity A,JPY,payable,1213706.55
2025-01-30,Entity A,CAD,payable,1240712.92
2025-01-30,Entity B,USD,payable,1210135.34
2025-01-30,Entity B,EUR,payable,1163705.95
2025-01-30,Entity B,GBP,payable,1147275.04
2025-01-30,Entity B,JPY,payable,1190919.85
2025-01-30,Entity B,CAD,payable,1197754.98
2025-01-30,Entity C,USD,payable,1183543.44
2025-01-30,Entity C,EUR,payable,1145694.99
2025-01-30,Entity C,GBP,payable,1227036.54
2025-01-30,Entity C,JPY,payable,1204630.66
2025-01-30,Entity C,CAD,payable,1233909.57
2025-01-31,Entity A,USD,payable,1151842.42
2025-01-31,Entity A,EUR,payable,1238727.62
2025-01-31,Entity A,GBP,payable,1196730.75
2025-01-31,Entity A,JPY,payable,1192347.49
2025-01-31,Entity A,CAD,payable,1156485.9
2025-01-31,Entity B,USD,payable,1217186.42
2025-01-31,Entity B,EUR,payable,1172665.26
2025-01-31,Entity B,GBP,payable,1157959.47
2025-01-31,Entity B,JPY,payable,1162745.29
2025-01-31,Entity B,CAD,payable,1208125.42
2025-01-31,Entity C,USD,payable,1185833.19
2025-01-31,Entity C,EUR,payable,1214135.88
2025-01-31,Entity C,GBP,payable,1179081.06
2025-01-31,Entity C,JPY,payable,1166556.93
2025-01-31,Entity C,CAD,payable,1221149.7
2025-02-01,Entity A,USD,payable,1239943.34
2025-02-01,Entity A,EUR,payable,1172566.57
2025-02-01,Entity A,GBP,payable,1187759.4
2025-02-01,Entity A,JPY,payable,1249228.18
2025-02-01,Entity A,CAD,payable,1190278.33
2025-02-01,Entity B,USD,payable,1231366.73
2025-02-01,Entity B,EUR,payable,1219100.6
2025-02-01,Entity B,GBP,payable,1188622.5
2025-02-01,Entity B,JPY,payable,1201794.13
2025-02-01,Entity B,CAD,payable,1155954.63
2025-02-01,Entity C,USD,payable,1153192.32
2025-02-01,Entity C,EUR,payable,1182459.43
2025-02-01,Entity C,GBP,payable,1177662.78
2025-02-01,Entity C,JPY,payable,1197439.67
2025-02-01,Entity C,CAD,payable,1184253.94
2025-02-02,Entity A,USD,payable,1197703.29
2025-02-02,Entity A,EUR,payable,1174566.97
2025-02-02,Entity A,GBP,payable,1236134.34
2025-02-02,Entity A,JPY,payable,1247514.22
2025-02-02,Entity A,CAD,payable,1170926.18
2025-02-02,Entity B,USD,payable,1205661.03
2025-02-02,Entity B,EUR,payable,1210521.28
2025-02-02,Entity B,GBP,payable,1214877.83
2025-02-02,Entity B,JPY,payable,1248370.0
2025-02-02,Entity B,CAD,payable,1166341.38
2025-02-02,Entity C,USD,payable,1172498.73
2025-02-02,Entity C,EUR,payable,1162974.51
2025-02-02,Entity C,GBP,payable,1215748.65
2025-02-02,Entity C,JPY,payable,1251870.67
2025-02-02,Entity C,CAD,payable,1219852.74
2025-02-03,Entity A,USD,payable,1175154.72
2025-02-03,Entity A,EUR,payable,1207312.42
2025-02-03,Entity A,GBP,payable,1230443.71
2025-02-03,Entity A,JPY,payable,1257990.17
2025-02-03,Entity A,CAD,payable,1177216.8
2025-02-03,Entity B,USD,payable,1240277.87
2025-02-03,Entity B,EUR,payable,1236439.19
2025-02-03,Entity B,GBP,payable,1225296.93
2025-02-03,Entity B,JPY,payable,1248946.91
2025-02-03,Entity B,CAD,payable,1227216.37
2025-02-03,Entity C,USD,payable,1185636.3
2025-02-03,Entity C,EUR,payable,1252233.4
2025-02-03,Entity C,GBP,payable,1250875.81
2025-02-03,Entity C,JPY,payable,1165837.66
2025-02-03,Entity C,CAD,payable,1169816.34
2025-02-04,Entity A,USD,payable,1203344.25
2025-02-04,Entity A,EUR,payable,1255804.24
2025-02-04,Entity A,GBP,payable,1238490.4
2025-02-04,Entity A,JPY,payable,1212568.11
2025-02-04,Entity A,CAD,payable,1253580.36
2025-02-04,Entity B,USD,payable,1187324.36
2025-02-04,Entity B,EUR,payable,1232385.39
2025-02-04,Entity B,GBP,payable,1172344.09
2025-02-04,Entity B,JPY,payable,1245353.79
2025-02-04,Entity B,CAD,payable,1246104.79
2025-02-04,Entity C,USD,payable,1221750.92
2025-02-04,Entity C,EUR,payable,1230666.33
2025-02-04,Entity C,GBP,payable,1264264.77
2025-02-04,Entity C,JPY,payable,1216994.32
2025-02-04,Entity C,CAD,payable,1240030.88
2025-02-05,Entity A,USD,payable,1244216.6
2025-02-05,Entity A,EUR,payable,1254620.25
2025-02-05,Entity A,GBP,payable,1224085.44
2025-02-05,Entity A,JPY,payable,1249468.11
2025-02-05,Entity A,CAD,payable,1180568.94
2025-02-05,Entity B,USD,payable,1171927.06
2025-02-05,Entity B,EUR,payable,1193603.34
2025-02-05,Entity B,GBP,payable,1185600.98
2025-02-05,Entity B,JPY,payable,1212265.88
2025-02-05,Entity B,CAD,payable,1188084.13
2025-02-05,Entity C,USD,payable,1242883.3
2025-02-05,Entity C,EUR,payable,1199249.01
2025-02-05,Entity C,GBP,payable,1191803.32
2025-02-05,Entity C,JPY,payable,1197818.91
2025-02-05,Entity C,CAD,payable,1222533.21
2025-02-06,Entity A,USD,payable,1232793.06
2025-02-06,Entity A,EUR,payable,1254716.05
2025-02-06,Entity A,GBP,payable,1260586.71
2025-02-06,Entity A,JPY,payable,1245283.75
2025-02-06,Entity A,CAD,payable,1207073.64
2025-02-06,Entity B,USD,payable,1180183.24
2025-02-06,Entity B,EUR,payable,1197682.4
2025-02-06,Entity B,GBP,payable,1210651.87
2025-02-06,Entity B,JPY,payable,1253005.72
2025-02-06,Entity B,CAD,payable,1254559.68
2025-02-06,Entity C,USD,payable,1261233.55
2025-02-06,Entity C,EUR,payable,1258502.95
2025-02-06,Entity C,GBP,payable,1192789.32
2025-02-06,Entity C,JPY,payable,1241152.16
2025-02-06,Entity C,CAD,payable,1210085.17
2025-02-07,Entity A,USD,payable,1194038.56
2025-02-07,Entity A,EUR,payable,1218326.34
2025-02-07,Entity A,GBP,payable,1181712.41
2025-02-07,Entity A,JPY,payable,1256390.68
2025-02-07,Entity A,CAD,payable,1261143.75
2025-02-07,Entity B,USD,payable,1239434.83
2025-02-07,Entity B,EUR,payable,1184557.65
2025-02-07,Entity B,GBP,payable,1265888.55
2025-02-07,Entity B,JPY,payable,1216024.87
